epglnren,sup_riscaldata,sup_raffrescata,vol_riscaldato,vol_raffrescato,sup_disperdente,rapsv,asolsut,classe_energetica,presenza_clim_invernale,presenza_clim_estiva,presenza_produzione_acs,yie,anno_costruzione,zona_climatica,d_uso_Residenziale,tipologia_edilizia,tipologia_costruttiva,num_servizi,efficienza_media,potenza_tot,num_simulati,construction_era,piano,tip_edilizia_sq,zona_clim_num,zona_clim_gg_mid
280.11,142.63,0.0,547.75,0.0,441.69,0.8064,0.0638,G,True,False,True,0.3521,1992-2005,D,True,1,c.a. con laterizi,2,0.745,37.0,0,3,multi_floor,1,4,1750
142.82,174.24,0.0,711.3,0.0,396.54,0.5575,0.0629,E,True,False,True,0.3775,1961-1975,D,True,1,muratura portante,2,0.775,56.0,0,1,multi_floor,1,4,1750
80.06,74.46,0.0,278.79,0.0,120.16,0.431,0.0514,D,True,False,True,0.2676,1986-1991,D,True,1,muratura portante,2,0.44999999999999996,49.8,0,2,ground,1,4,1750
175.25,113.81,0.0,356.4,0.0,221.86,0.6225,0.015,F,True,False,True,0.5398,1976-1985,D,True,3,c.a. con laterizi,2,0.565,48.0,0,2,upper,9,4,1750
272.83,80.91,0.0,340.09,0.0,328.2,0.965,0.1495,F,True,False,True,0.7217,1986-1991,D,True,5,c.a. con laterizi,2,0.655,34.0,0,2,ground,25,4,1750
119.82,153.64,0.0,517.45,0.0,264.39,0.511,0.059,F,True,False,True,0.2323,1961-1975,D,True,7,c.a. con laterizi,2,0.6399999999999999,48.6,0,1,multi_floor,49,4,1750
275.31,76.06,0.0,311.54,0.0,234.69,0.7533,0.0808,F,True,False,True,0.1545,1946-1960,D,True,3,c.a. con laterizi,2,0.6950000000000001,48.0,0,1,upper,9,4,1750
136.28,72.13,0.0,325.48,0.0,186.04,0.5716,0.054,F,True,False,True,0.1351,1946-1960,D,True,3,muratura portante,2,0.605,48.0,0,1,ground,9,4,1750
35.48,90.28,0.0,337.46,0.0,231.44,0.6858,0.0298,A2,True,False,True,0.1662,1961-1975,D,True,1,muratura portante,2,0.8049999999999999,36.0,0,1,upper,1,4,1750
381.76,75.15,0.0,296.17,0.0,210.16,0.7096,0.0518,G,True,False,True,0.1759,1961-1975,D,True,3,mista (c.a. + laterizi),2,0.63,48.0,0,1,upper,9,4,1750
269.78,844.97,844.97,6321.39,6321.39,2399.91,0.3796,0.0082,A3,True,True,False,0.1385,after 2007,D,False,5,c.a. con chiusure in pannelli prefabbricati,4,0.565,226.27,0,6,ground,25,4,1750
67.17,44.11,0.0,149.7,0.0,32.64,0.218,0.0702,E,True,False,True,0.3405,1976-1985,D,True,4,c.a. con laterizi,2,0.45999999999999996,47.6,0,1,upper,16,4,1750
127.26,197.16,197.16,717.56,717.56,638.44,0.8897,0.0217,C,True,True,True,0.2554,1992-2005,D,True,5,c.a. con laterizi,3,0.8333333333333334,61.63,0,3,multi_floor,25,4,1750
137.09,118.16,95.25,394.58,313.46,274.93,0.6968,0.058,D,True,True,True,0.2041,1992-2005,D,True,4,c.a. con laterizi,3,0.93,51.5,0,3,upper,16,4,1750
135.23,54.37,0.0,241.89,0.0,119.48,0.4939,0.0488,F,True,False,True,0.0394,1946-1960,D,True,4,muratura portante,2,0.72,48.0,0,1,upper,16,4,1750
139.63,115.67,0.0,422.04,0.0,204.93,0.4856,0.0423,F,True,False,True,0.3979,after 2007,D,True,3,c.a. con laterizi,2,0.64,44.4,0,6,upper,9,4,1750
163.26,300.25,0.0,1326.32,0.0,769.96,0.5805,0.0926,F,True,False,True,0.5412,1961-1975,D,True,4,c.a. con laterizi,2,0.47,55.4,0,1,ground,16,4,1750
207.97,84.08,0.0,317.18,0.0,251.02,0.7914,0.0456,G,True,False,True,0.3933,1986-1991,D,True,3,c.a. con laterizi,2,0.615,48.4,0,2,upper,9,4,1750
148.8,108.43,0.0,403.17,0.0,228.49,0.5667,0.0397,F,True,False,True,0.3967,after 2007,D,True,3,c.a. con laterizi,2,0.65,44.4,0,6,upper,9,4,1750
86.76,63.94,0.0,234.97,0.0,85.76,0.365,0.05,D,True,False,True,0.6155,1992-2005,D,True,8,c.a. con laterizi,2,0.855,38.72,0,3,upper,64,4,1750
209.55,60.16,60.16,230.69,230.69,150.86,0.654,0.0851,E,True,True,True,0.1332,after 2007,D,True,3,c.a. con laterizi,3,0.61,52.82,0,4,multi_floor,9,4,1750
251.72,39.05,34.68,137.13,121.8,117.52,0.857,0.1332,D,True,True,True,0.4197,1986-1991,D,True,8,c.a. con laterizi,3,0.84,47.3,0,2,ground,64,4,1750
95.61,103.3,0.0,389.4,0.0,133.2,0.3421,0.057,E,True,False,True,0.549,1961-1975,D,True,3,c.a. con laterizi,2,0.7,46.2,0,1,upper,9,4,1750
554.79,192.54,0.0,752.77,0.0,564.96,0.7505,0.0223,G,True,False,True,3.2424,before 1930,E,True,1,muratura portante,2,0.51,19.22,0,1,multi_floor,1,5,2550
155.0,142.36,0.0,565.09,0.0,476.3,0.8429,0.0584,F,True,False,True,0.3199,1976-1985,E,True,1,muratura portante,2,0.6100000000000001,46.8,0,2,multi_floor,1,5,2550
45.86,54.9,0.0,201.05,0.0,59.34,0.2952,0.076,C,True,False,True,0.3812,after 2007,D,True,4,c.a. con laterizi,2,0.77,48.0,0,4,upper,16,4,1750
468.48,56.46,0.0,218.13,0.0,158.63,0.7272,0.0793,G,True,False,True,0.5386,1992-2005,D,True,1,muratura portante,2,0.285,52.2,0,3,upper,1,4,1750
143.28,55.43,0.0,203.39,0.0,157.13,0.7726,0.0996,F,True,False,True,0.2604,1976-1985,E,True,5,c.a. con laterizi,2,0.85,50.2,0,2,ground,25,5,2550
107.73,135.28,135.28,532.49,532.49,359.13,0.6744,0.0408,C,True,True,True,0.1288,1976-1985,D,True,3,c.a. con laterizi,3,0.8866666666666667,73.5,0,2,upper,9,4,1750
133.59,35.92,0.0,121.84,0.0,69.11,0.5673,0.0117,F,True,False,True,0.6564,1992-2005,D,True,5,c.a. con laterizi,2,0.5700000000000001,48.0,0,3,ground,25,4,1750
296.04,124.77,0.0,503.98,0.0,489.48,0.9712,0.0713,G,True,False,True,0.1275,1946-1960,E,True,3,muratura portante,2,0.585,48.0,0,1,upper,9,5,2550
236.14,38.97,0.0,227.83,0.0,235.58,1.0341,0.134,F,True,False,False,0.6165,1961-1975,D,False,1,muratura portante,2,0.57,0.3,1,1,ground,1,4,1750
212.71,39.0,0.0,132.28,0.0,108.98,0.8238,0.0373,F,True,False,True,0.541,1961-1975,D,True,3,legno,2,0.5800000000000001,50.0,0,1,upper,9,4,1750
180.74,55.44,0.0,187.75,0.0,160.25,0.8535,0.0567,F,True,False,True,0.3907,1946-1960,D,True,3,muratura portante,2,0.58,48.6,0,1,upper,9,4,1750
182.09,65.43,0.0,270.87,0.0,283.69,1.0473,0.0292,D,True,False,True,0.1201,2006-2007,D,True,3,c.a. con laterizi,2,0.65,48.0,0,4,upper,9,4,1750
186.1,69.25,0.0,300.41,0.0,226.99,0.7556,0.0476,F,True,False,True,0.1648,1946-1960,D,True,4,muratura portante,2,0.5700000000000001,48.0,0,1,multi_floor,16,4,1750
81.65,92.37,0.0,319.5,0.0,182.67,0.5717,0.1241,E,True,False,True,0.1319,1976-1985,D,True,3,c.a. con laterizi,2,0.565,47.8,0,2,upper,9,4,1750
216.69,1502.27,0.0,8397.98,0.0,3278.28,0.3904,0.0557,C,True,False,True,0.0737,1930-1945,D,False,8,muratura portante,4,0.9750000000000001,67.88,0,1,ground,64,4,1750
270.73,60.55,0.0,265.55,0.0,274.37,1.0332,0.0344,G,True,False,True,0.4345,1976-1985,D,True,2,c.a. con laterizi,2,0.6,46.6,0,2,ground,4,4,1750
155.91,46.0,0.0,170.45,0.0,46.31,0.2717,0.0695,F,True,False,True,0.14,1976-1985,E,True,7,muratura portante,2,0.605,46.0,0,2,upper,49,5,2550
102.91,88.16,0.0,335.09,0.0,108.04,0.3224,0.0712,F,True,False,True,0.5204,1961-1975,D,True,3,c.a. con laterizi,2,0.53,53.4,0,1,upper,9,4,1750
378.95,37.67,15.63,174.53,72.0,195.89,1.1223,0.026,G,True,True,True,0.8911,before 1930,D,True,2,muratura portante,3,0.6699999999999999,51.72,0,1,upper,4,4,1750
237.52,53.0,0.0,207.9,0.0,124.0,0.5964,0.0298,G,True,False,True,0.5106,1961-1975,D,True,5,muratura portante,2,0.51,2.0,1,1,upper,25,4,1750
188.91,32.78,32.78,124.61,124.61,125.49,1.007,0.0421,D,True,True,True,0.6155,1961-1975,D,True,8,c.a. con laterizi,3,0.6,8.2,0,1,ground,64,4,1750
462.89,57.55,0.0,249.28,0.0,263.67,1.0577,0.099,G,True,False,True,0.6852,1961-1975,E,True,1,muratura portante,2,0.645,49.2,0,1,ground,1,5,2550
210.33,53.0,53.0,221.4,221.4,162.61,0.7344,0.0676,E,True,True,True,0.1271,1961-1975,D,True,3,muratura portante,3,0.65,51.5,0,1,upper,9,4,1750
191.11,112.31,0.0,439.87,0.0,190.67,0.4335,0.0619,G,True,False,True,0.6155,1976-1985,D,True,3,c.a. con laterizi,2,0.56,46.6,0,2,upper,9,4,1750
220.73,472.84,0.0,1730.37,0.0,764.76,0.442,0.1189,G,True,False,False,0.6691,2006-2007,D,False,8,c.a. con chiusure in pannelli prefabbricati,2,0.73,2.99,1,4,multi_floor,64,4,1750
155.93,47.57,0.0,174.31,0.0,114.04,0.6542,0.0444,F,True,False,True,0.1976,before 1930,D,True,5,muratura portante,2,0.45499999999999996,47.2,0,1,upper,25,4,1750
291.68,49.72,0.0,174.02,0.0,95.75,0.5502,0.0415,F,True,False,False,0.54,1976-1985,D,False,4,c.a. con laterizi,2,0.73,0.5,1,2,ground,16,4,1750
283.72,96.0,0.0,311.75,0.0,298.77,0.9583,0.0061,G,True,False,True,0.4703,1946-1960,D,True,4,muratura portante,2,0.72,47.4,0,1,upper,16,4,1750
164.27,17.0,17.0,91.67,91.67,65.24,0.7117,0.1216,C,True,True,True,0.0482,before 1930,D,False,4,muratura portante,3,0.7033333333333333,5.35,1,1,ground,16,4,1750
95.16,23.98,23.98,85.06,85.06,27.9,0.328,0.0172,C,True,True,True,0.0713,1986-1991,D,True,8,c.a. con laterizi,3,0.69,12.1,0,2,upper,64,4,1750
199.72,51.04,0.0,189.47,0.0,147.14,0.7766,0.0416,F,True,False,True,0.2917,before 1930,D,True,8,muratura portante,2,0.79,48.0,0,1,upper,64,4,1750
324.24,55.33,0.0,209.93,0.0,205.88,0.9807,0.023,F,True,False,True,0.4368,1976-1985,D,True,1,c.a. con laterizi,2,0.64,55.8,0,2,upper,1,4,1750
52.4,156.41,156.41,748.02,748.02,495.81,0.6628,0.0336,A2,True,True,True,0.0144,after 2007,D,True,2,c.a. con laterizi,3,0.7733333333333333,73.05,0,4,upper,4,4,1750
168.08,98.93,0.0,389.3,0.0,276.38,0.7099,0.0183,G,True,False,True,0.3957,1946-1960,D,False,5,muratura portante,2,0.665,47.0,0,1,ground,25,4,1750
122.9,65.22,0.0,242.21,0.0,114.98,0.4747,0.017,D,True,False,True,0.2246,1946-1960,D,True,4,muratura portante,2,0.825,48.0,0,1,upper,16,4,1750
97.67,44.1,0.0,163.02,0.0,54.3,0.3331,0.1103,E,True,False,True,0.3405,1961-1975,D,True,8,c.a. con laterizi,2,0.485,5.4,0,1,upper,64,4,1750
173.7,144.04,0.0,646.23,0.0,370.06,0.5726,0.0431,F,True,False,True,0.1769,before 1930,E,True,1,muratura portante,2,0.78,61.2,0,1,multi_floor,1,5,2550
125.06,90.65,0.0,327.3,0.0,114.37,0.3494,0.0235,E,True,False,True,0.3422,1992-2005,D,True,3,c.a. con laterizi,2,0.5800000000000001,48.0,0,3,upper,9,4,1750
245.51,86.91,49.3,369.44,206.8,235.63,0.6378,0.0266,F,True,True,True,0.2574,1961-1975,D,True,4,muratura portante,3,0.7666666666666666,29.9,0,1,upper,16,4,1750
96.63,94.2,0.0,254.34,0.0,203.82,0.8014,0.0398,D,True,False,True,0.2717,1992-2005,D,True,3,c.a. con laterizi,2,0.89,46.6,0,3,ground,9,4,1750
274.76,51.0,0.0,195.0,0.0,215.5,1.1051,0.0638,F,True,False,True,0.1378,1986-1991,D,True,3,c.a. con laterizi,2,0.71,39.26,0,2,unknown,9,4,1750
144.83,94.51,0.0,330.56,0.0,216.35,0.6545,0.0751,F,True,False,True,0.3405,1976-1985,D,True,3,c.a. con laterizi,2,0.635,46.5,0,2,upper,9,4,1750
127.61,86.0,0.0,458.67,0.0,120.84,0.2635,0.0575,F,True,False,True,0.1447,1946-1960,D,True,3,muratura portante,2,0.58,48.2,0,1,ground,9,4,1750
202.58,102.47,0.0,457.47,0.0,448.99,0.9815,0.0128,E,True,False,True,0.0212,1961-1975,D,True,1,muratura portante,2,0.87,45.0,0,1,ground,1,4,1750
109.06,55.4,55.4,192.11,192.11,100.7,0.5242,0.0473,C,True,True,True,0.1721,after 2007,E,True,3,c.a. con laterizi,3,0.6033333333333334,15.3,0,6,ground,9,5,2550
105.56,41.03,0.0,149.78,0.0,59.65,0.3982,0.0182,E,True,False,True,0.1667,1992-2005,D,True,3,c.a. con laterizi,2,0.64,48.8,0,3,upper,9,4,1750
102.09,61.54,61.54,210.47,210.47,99.81,0.4743,0.0425,C,True,True,True,0.1721,after 2007,E,True,3,c.a. con laterizi,3,0.6066666666666667,15.3,0,6,ground,9,5,2550
138.72,55.47,0.0,211.89,0.0,90.84,0.4287,0.0493,F,True,False,True,0.343,1976-1985,D,True,7,c.a. con laterizi,2,0.51,1.2,1,2,upper,49,4,1750
84.39,85.13,0.0,290.95,0.0,118.2,0.4063,0.0465,E,True,False,True,0.5742,1946-1960,D,True,7,muratura portante,2,0.695,48.0,0,1,upper,49,4,1750
141.87,64.0,64.0,192.0,0.0,129.14,0.6726,0.0284,E,True,False,True,0.541,1961-1975,D,True,3,legno,2,0.625,48.2,0,1,upper,9,4,1750
92.49,81.0,0.0,389.96,0.0,115.2,0.2954,0.0348,E,True,False,True,0.4448,1961-1975,D,True,7,muratura portante,2,0.72,48.0,0,1,upper,49,4,1750
86.24,35.1,0.0,129.6,0.0,84.6,0.6528,0.0964,D,True,False,True,0.2095,after 2007,D,True,7,c.a. con laterizi,2,0.5800000000000001,48.0,0,4,ground,49,4,1750
80.21,160.0,160.0,627.28,627.28,363.4,0.5793,0.0163,B,True,True,True,0.5009,1976-1985,D,False,4,muratura portante,3,0.6699999999999999,14.0,0,2,ground,16,4,1750
185.78,92.22,0.0,398.38,0.0,118.31,0.297,0.0249,G,True,False,True,0.1778,1930-1945,E,True,2,muratura portante,2,0.535,52.0,0,1,upper,4,5,2550
112.0,66.78,0.0,264.34,0.0,284.15,1.0749,0.1178,E,True,False,True,0.204,1961-1975,D,True,7,muratura portante,2,0.605,44.0,0,1,upper,49,4,1750
338.75,151.75,151.75,439.1,439.1,409.41,0.9323,0.0186,F,True,True,True,0.47,1961-1975,D,True,1,legno,3,0.73,65.6,0,1,multi_floor,1,4,1750
128.99,97.28,0.0,312.33,0.0,119.16,0.3815,0.0759,F,True,False,True,0.2767,1946-1960,D,True,3,c.a. con laterizi,2,0.495,112.0,0,1,upper,9,4,1750
367.56,41.48,41.48,147.81,147.81,155.38,1.0512,0.095,F,True,True,True,0.6316,1976-1985,D,True,2,c.a. con chiusure in pannelli prefabbricati,3,0.9366666666666666,49.46,0,2,ground,4,4,1750
107.44,110.14,0.0,389.11,0.0,133.09,0.342,0.0465,F,True,False,True,0.2823,1961-1975,D,True,4,c.a. con laterizi,2,0.555,48.4,0,1,upper,16,4,1750
75.36,142.77,0.0,569.6,0.0,273.36,0.4799,0.057,D,True,False,True,0.1788,1992-2005,D,True,3,c.a. con laterizi,2,0.6950000000000001,60.2,0,3,multi_floor,9,4,1750
166.73,180.27,0.0,707.07,0.0,499.77,0.7068,0.0601,E,True,False,True,0.1828,1976-1985,E,True,2,c.a. con laterizi,2,0.655,67.6,0,2,unknown,4,5,2550
152.33,88.4,0.0,341.75,0.0,229.5,0.6716,0.0707,F,True,False,True,0.3785,after 2007,E,True,3,muratura portante,2,0.77,48.0,0,6,ground,9,5,2550
269.17,68.24,0.0,302.17,0.0,218.49,0.7231,0.0326,G,True,False,True,0.4055,before 1930,E,True,5,muratura portante,2,0.5449999999999999,1.5,1,1,multi_floor,25,5,2550
144.69,56.0,0.0,168.0,0.0,36.0,0.2143,0.034,D,True,False,True,0.0248,1961-1975,D,True,7,muratura portante,2,0.345,49.4,0,1,upper,49,4,1750
244.03,74.09,0.0,341.82,0.0,235.53,0.6891,0.0305,G,True,False,True,0.0245,before 1930,E,True,5,muratura portante,2,0.5449999999999999,1.5,1,1,upper,25,5,2550
109.8,110.99,0.0,393.24,0.0,140.02,0.3561,0.057,F,True,False,True,0.5938,1961-1975,E,True,4,muratura portante,2,0.575,48.0,0,1,upper,16,5,2550
364.73,110.97,0.0,376.45,0.0,295.29,0.7844,0.0293,G,True,False,True,0.1361,1946-1960,D,True,5,muratura portante,2,0.605,46.6,0,1,multi_floor,25,4,1750
123.74,106.92,0.0,420.59,0.0,220.52,0.5243,0.0409,E,True,False,True,0.1685,before 1930,D,True,3,muratura portante,2,0.815,32.0,0,1,upper,9,4,1750
164.31,202.11,0.0,770.4,0.0,514.0,0.6672,0.0202,G,True,False,True,0.5899,1986-1991,D,False,8,c.a. con laterizi,2,0.43499999999999994,53.2,0,2,ground,64,4,1750
48.54,134.42,55.05,575.69,235.77,403.84,0.7015,0.0178,A2,True,False,True,0.0166,1961-1975,E,True,2,muratura portante,2,0.735,38.96,0,1,upper,4,5,2550
140.43,55.78,0.0,275.55,0.0,213.26,0.774,0.0124,D,True,False,True,0.0017,1961-1975,D,True,1,muratura portante,2,0.92,9.0,0,1,multi_floor,1,4,1750
108.16,60.0,0.0,219.14,0.0,91.81,0.419,0.0108,F,True,False,True,0.1803,1930-1945,D,True,1,muratura portante,2,0.785,49.2,0,1,upper,1,4,1750
57.9,54.43,0.0,207.46,0.0,136.33,0.6571,0.1552,B,True,False,True,0.142,after 2007,D,False,8,muratura portante,2,0.41500000000000004,8.0,0,4,upper,64,4,1750
85.55,104.35,0.0,361.83,0.0,128.79,0.3559,0.0268,E,True,False,True,0.1483,1946-1960,D,True,7,c.a. con laterizi,2,0.66,48.0,0,1,upper,49,4,1750
180.02,89.83,0.0,295.96,0.0,188.3,0.6362,0.0306,G,True,False,True,0.3141,before 1930,D,True,4,muratura portante,2,0.67,49.2,0,1,upper,16,4,1750
95.85,92.9,0.0,387.98,0.0,128.37,0.3309,0.0994,E,True,False,True,0.1944,1961-1975,D,True,3,muratura portante,2,0.625,48.0,0,1,upper,9,4,1750
241.3,38.87,0.0,157.87,0.0,127.8,0.8095,0.0211,G,True,False,True,0.1523,1930-1945,E,True,4,muratura portante,2,0.515,0.9,1,1,upper,16,5,2550
248.62,64.0,0.0,248.44,0.0,195.05,0.7851,0.0336,G,True,False,True,0.1385,before 1930,E,True,4,muratura portante,2,0.55,51.2,0,1,multi_floor,16,5,2550
713.0,50.0,50.0,221.0,0.0,226.0,1.0226,0.0513,G,True,False,True,0.039,1930-1945,E,True,2,mista (c.a. + acciaio),2,0.475,47.6,0,1,upper,4,5,2550
89.71,66.05,0.0,285.27,0.0,166.64,0.5841,0.0351,D,True,False,True,0.0702,before 1930,D,True,4,muratura portante,2,0.78,47.2,0,1,upper,16,4,1750
250.77,176.24,0.0,890.8,0.0,322.9,0.3625,0.217,G,True,False,True,0.7449,1986-1991,D,False,1,muratura portante,3,0.57,0.6,2,2,ground,1,4,1750
22.46,68.03,0.0,321.83,0.0,307.99,0.957,0.0114,A4,True,False,True,0.0125,before 1930,D,True,1,muratura portante,2,0.7949999999999999,59.92,0,1,multi_floor,1,4,1750
203.01,99.17,0.0,362.03,0.0,260.9,0.7207,0.0,F,True,False,True,0.6155,1976-1985,D,True,3,c.a. con laterizi,2,0.69,50.0,0,2,upper,9,4,1750
282.42,52.8,0.0,193.83,0.0,145.8,0.7522,0.0637,G,True,False,True,0.5579,1986-1991,D,True,4,c.a. con laterizi,2,0.49,48.0,0,2,upper,16,4,1750
162.76,80.88,0.0,269.5,0.0,82.35,0.3056,0.0752,F,True,False,True,0.4775,1946-1960,D,True,8,c.a. con laterizi,2,0.69,47.0,0,1,upper,64,4,1750
271.24,215.45,0.0,1054.98,0.0,434.84,0.4122,0.1125,G,True,False,True,1.0501,1986-1991,D,False,1,muratura portante,3,0.57,0.6,2,2,multi_floor,1,4,1750
227.98,97.03,0.0,388.54,0.0,218.63,0.5627,0.0671,F,True,False,True,0.5867,1992-2005,D,True,4,c.a. con laterizi,2,0.7050000000000001,50.0,0,3,multi_floor,16,4,1750
166.2,78.25,0.0,286.51,0.0,177.73,0.6203,0.0702,F,True,False,True,0.5507,1992-2005,D,True,4,c.a. con laterizi,2,0.5549999999999999,48.8,0,3,upper,16,4,1750
182.41,99.32,0.0,362.03,0.0,260.45,0.7194,0.0744,F,True,False,True,0.6155,1976-1985,D,True,2,c.a. con laterizi,2,0.69,50.0,0,2,upper,4,4,1750
212.07,79.78,0.0,294.24,0.0,229.79,0.781,0.0476,F,True,False,True,0.5507,1992-2005,D,True,4,c.a. con laterizi,2,0.54,49.6,0,3,upper,16,4,1750
74.88,67.09,0.0,263.84,0.0,199.28,0.7553,0.0416,B,True,False,True,0.0933,after 2007,D,True,4,c.a. con laterizi,2,0.82,48.0,0,4,upper,16,4,1750
232.27,95.63,0.0,441.1,0.0,235.61,0.5341,0.0192,F,True,False,True,0.0231,before 1930,D,True,6,muratura portante,2,0.74,46.6,0,1,upper,36,4,1750
225.8,70.11,0.0,314.64,0.0,156.57,0.4976,0.0417,F,True,False,True,0.0231,before 1930,D,True,6,muratura portante,2,0.78,48.0,0,1,ground,36,4,1750
163.43,69.66,0.0,266.12,0.0,103.44,0.3887,0.0478,G,True,False,True,0.4541,1946-1960,D,True,8,mista (c.a. + laterizi),2,0.445,36.0,0,1,upper,64,4,1750
84.79,79.12,0.0,267.49,0.0,92.21,0.3447,0.0527,E,True,False,True,0.5154,1961-1975,D,True,3,c.a. con laterizi,2,0.555,49.6,0,1,upper,9,4,1750
140.38,86.9,0.0,300.97,0.0,103.04,0.3423,0.0654,F,True,False,True,0.2881,1976-1985,E,True,3,muratura portante,2,0.51,47.2,0,1,upper,9,5,2550
180.04,128.43,0.0,456.73,0.0,243.12,0.5323,0.0798,G,True,False,True,0.5162,1976-1985,E,True,1,muratura portante,2,0.645,53.4,0,1,multi_floor,1,5,2550
79.3,134.51,0.0,480.38,0.0,228.58,0.4758,0.0131,D,True,False,True,0.2713,1986-1991,D,True,4,muratura portante,2,0.74,50.0,0,2,upper,16,4,1750
172.0,103.42,103.42,681.99,681.99,322.87,0.4734,0.0324,B,True,True,True,0.0682,after 2007,D,True,5,c.a. con laterizi,3,0.75,32.3,0,4,multi_floor,25,4,1750
428.06,73.8,0.0,326.83,0.0,288.71,0.8834,0.0444,G,True,False,True,0.5709,before 1930,E,True,5,muratura portante,2,0.585,56.0,0,1,upper,25,5,2550
185.14,189.1,189.1,824.92,824.92,381.95,0.463,0.1199,D,True,True,True,0.2087,1976-1985,E,False,5,c.a. con laterizi,4,0.68,63.550000000000004,0,1,ground,25,5,2550
218.1,147.32,0.0,610.31,0.0,438.54,0.7185,0.0738,G,True,False,True,0.4345,1976-1985,D,True,5,c.a. con laterizi,2,0.63,60.0,0,1,upper,25,4,1750
44.39,36.76,0.0,135.5,0.0,57.72,0.426,0.0373,C,True,False,True,0.296,after 2007,D,True,5,altro,2,0.665,48.2,0,4,upper,25,4,1750
175.26,109.63,0.0,491.62,0.0,328.37,0.6679,0.0419,F,True,False,True,0.1023,1961-1975,D,True,2,muratura portante,2,0.64,49.0,0,1,ground,4,4,1750
83.7,61.58,0.0,199.91,0.0,34.95,0.1748,0.0222,E,True,False,True,0.1271,1992-2005,D,True,8,c.a. con laterizi,2,0.365,48.0,0,3,upper,64,4,1750
82.4,82.12,82.12,309.66,309.66,230.7,0.745,0.0212,B,True,True,True,0.0037,1961-1975,E,True,3,muratura portante,3,0.5933333333333334,32.32,0,1,upper,9,5,2550
196.8,73.43,0.0,296.59,0.0,136.68,0.4608,0.0933,G,True,False,True,2.1598,1961-1975,D,True,3,muratura portante,2,0.5800000000000001,49.2,0,1,upper,9,4,1750
80.73,47.6,47.6,193.64,193.64,128.94,0.6658,0.0,B,True,True,True,0.0053,1961-1975,E,True,3,muratura portante,3,0.65,31.7,0,1,ground,9,5,2550
75.61,71.69,71.69,287.87,287.87,187.86,0.6526,0.01,B,True,True,True,0.0037,1961-1975,E,True,3,muratura portante,3,0.6266666666666666,31.7,0,1,ground,9,5,2550
251.64,60.43,0.0,256.48,0.0,194.05,0.7566,0.0848,G,True,False,True,0.2365,before 1930,D,True,4,muratura portante,2,0.7949999999999999,46.0,0,1,upper,16,4,1750
172.04,92.16,0.0,423.77,0.0,191.62,0.4522,0.1384,G,True,False,True,0.2689,1930-1945,D,True,4,muratura portante,2,0.635,48.0,0,1,upper,16,4,1750
58.85,59.85,0.0,206.74,0.0,41.73,0.2018,0.0496,D,True,False,True,0.2483,after 2007,D,True,3,c.a. con laterizi,2,0.33999999999999997,47.0,0,4,upper,9,4,1750
331.7,69.88,0.0,268.31,0.0,295.72,1.1022,0.0819,G,True,False,True,0.2372,1946-1960,E,True,4,muratura portante,2,0.7,46.6,0,1,ground,16,5,2550
258.98,109.1,0.0,436.94,0.0,416.92,0.9542,0.0305,G,True,False,True,0.4275,1986-1991,D,True,1,muratura portante,2,0.665,48.0,0,2,upper,1,4,1750
159.34,182.87,0.0,719.88,0.0,422.97,0.5876,0.0325,F,True,False,True,0.0394,before 1930,E,True,4,muratura portante,2,0.685,55.2,0,1,multi_floor,16,5,2550
96.39,98.7,0.0,374.05,0.0,332.43,0.8887,0.0652,D,True,False,True,0.1306,1986-1991,D,True,1,muratura portante,2,0.63,58.6,0,2,upper,1,4,1750
58.62,95.0,0.0,333.24,0.0,133.15,0.3995,0.0765,D,True,False,True,0.2802,1986-1991,D,True,4,c.a. con laterizi,2,0.8049999999999999,48.2,0,2,upper,16,4,1750
335.72,39.22,0.0,138.62,0.0,147.25,1.0622,0.0531,G,True,False,True,1.2348,1986-1991,D,True,1,muratura portante,2,0.565,49.6,0,2,upper,1,4,1750
136.96,40.81,40.81,154.64,154.64,123.83,0.8008,0.0824,C,True,True,True,0.5938,1961-1975,D,True,4,c.a. con laterizi,3,0.66,6.6,0,1,ground,16,4,1750
153.14,49.15,0.0,189.54,0.0,127.94,0.675,0.0164,F,True,False,True,0.0635,1946-1960,D,True,8,muratura portante,2,0.56,55.8,0,1,upper,64,4,1750
243.58,81.7,0.0,322.73,0.0,186.04,0.5764,0.098,G,True,False,True,0.1673,1946-1960,E,True,4,muratura portante,2,0.5700000000000001,49.2,0,1,upper,16,5,2550
144.9,88.36,0.0,453.91,0.0,205.99,0.4538,0.0455,E,True,False,True,0.233,before 1930,D,True,5,altro,2,0.8200000000000001,38.76,0,1,unknown,25,4,1750
101.49,214.3,0.0,796.7,0.0,546.1,0.686,0.0487,D,True,False,True,0.224,1992-2005,E,True,4,c.a. con laterizi,2,0.855,38.8,0,3,multi_floor,16,5,2550
122.06,83.68,0.0,300.71,0.0,206.49,0.6867,0.0622,E,True,False,True,0.262,1961-1975,D,True,3,c.a. con laterizi,2,0.71,48.0,0,1,upper,9,4,1750
94.73,68.7,68.7,260.38,260.38,182.92,0.7025,0.0326,C,True,True,True,0.0636,1976-1985,D,True,3,c.a. con laterizi,3,0.6333333333333333,46.400000000000006,0,2,ground,9,4,1750
154.35,117.91,0.0,425.47,0.0,219.08,0.5149,0.016,F,True,False,True,0.24,before 1930,D,True,4,muratura portante,2,0.7849999999999999,48.0,0,1,multi_floor,16,4,1750
